Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,Last_Third,PPA,CrsPA,Prog,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Press,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Height_Ground,Height_Low,Height_High,Body_Parts_Left,Body_Parts_Right,Body_Parts_Head,Body_Parts_TI,Body_Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Receiving_Targ,Receiving_Rec,Receiving_Rec_Pct,Miscon,Dispos
Stuart Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,13.6,23.5,31.5,74.8,361.4,121.2,1.03,2.79,36.8,19.6,24.1,81.1,2.94,4.56,64.5,0.07,0.06,0.01,0.74,1.4,0.96,0.15,3.01,31.5,30.2,1.25,0,0,8.75,0.44,1.54,0,0,0,0,18.8,8.09,4.63,6.76,21.8,1.25,1.03,0.15,23.5,0.15,0.59,0.96,1.76,46.8,2.21,8.68,21.7,19.6,2.5,45.5,1.54,2.87,53.8,1.69,1,30.8,226,122.1,39.2,402,75.4,2.28,1.76
Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,21.7,28,77.5,413.3,97.5,0.79,2.08,37.8,15.2,18.5,82.1,5.67,7.36,77.1,0,0.06,-0.06,0.51,2.3,0.51,0,2.64,28,27.7,0.28,0.22,0.22,6.57,0.67,0.06,0,0,0,0,20.3,3.43,4.27,3.26,22.9,1.07,0.06,0.06,21.7,0.17,0.79,0.62,1.24,43.6,1.29,9.33,26.7,12,1.91,43.4,2.58,4.04,63.9,2.75,2,33,234.7,132.3,30.1,437,81.5,1.35,2.87
Tanguy Ndombele,fr FRA,MF,Tottenham,eng Premier League,22,1996,10.5,46.1,54.5,84.6,804.3,242.4,1.52,2.67,57.1,36.8,41.4,88.7,7.81,10.4,75.2,0.19,0.12,0.07,1.24,4,0.95,0,5.33,54.5,52.6,1.9,1.33,0,12,0.86,1.05,0.57,0.1,0.1,0.19,43.7,5.81,4.95,5.14,48,0.95,0,0.1,46.1,0.29,0.67,0.95,1.52,67.5,1.9,12.6,40,19,2.19,66.3,3.43,4.67,73.5,3.62,2,53.2,258.1,147.6,53,512,91.9,1.24,1.52
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,40.6,54.3,74.8,915.1,278.4,1.01,2.07,48.6,26.4,31,85.3,13.1,21.2,62,0.12,0.12,-0.01,1.72,5.38,0.59,0,7.51,54.3,48.8,5.5,2.54,0.12,10.8,4.02,4.91,2.72,1.48,0.77,0.36,28,10.2,16,8.28,42.1,2.43,0.24,0.06,40.6,0.12,1.54,0.59,1.18,68.7,1.72,13.3,42.5,18,0.53,63.3,1.66,3.08,53.8,1.83,1,47.3,279.7,147.5,44.4,697,92.8,1.36,1.36
Theo Valls,fr FRA,MF,Nîmes,fr Ligue 1,23,1995,18.1,29.7,38.5,77.3,591.9,154.4,0.77,2.27,34.1,21.3,25.3,84.3,7.62,10.9,70.1,0.06,0.1,-0.05,1.27,3.48,0.66,0.22,4.48,38.5,35.7,2.76,1.6,0.06,7.29,2.04,2.15,1.05,0.17,0.77,0.11,23.3,5.97,9.17,31.4,4.53,1.66,0.11,0,29.7,0.06,0.5,0.33,1.44,47.1,0.61,8.73,28.2,12.5,0.94,44.5,0.72,0.99,72.2,0.72,0,31.7,168.7,86,33.8,522,85.3,0.77,0.94
Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,19.7,83.7,93.4,89.6,1754.6,445,1.52,2.59,58.8,58.5,63.4,92.3,23.7,27.4,86.3,0,0.05,-0.05,1.12,9.39,0.91,0.05,10.5,93.4,90.2,3.2,2.79,0.1,17,4.52,0.36,0.15,0.05,0.05,0.05,63.9,15.1,14.4,6.4,82.8,2.49,0.2,0.3,83.7,0.25,1.17,1.22,1.12,102.4,2.49,20.2,70.4,17.8,1.32,99.6,2.99,3.55,84.3,3.1,0,78,358.7,172.4,80,1515,96.1,0.66,1.02
Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,51.5,59.7,86.4,1005,246.1,0.95,1.94,48.7,38.3,41.9,91.4,12.3,15.8,77.7,0.3,0.08,0.22,1.09,5.77,1,0.1,5.22,59.7,57.4,2.24,1.69,0.25,10.3,2.09,0.45,0.25,0.15,0.05,0,42.5,7.91,9.2,7.16,49.7,1.94,0.3,0.1,51.5,0,1.09,0.75,1.09,71.1,2.44,14.9,45.8,14.2,0.55,69,0.75,1,75,0.75,0,49.9,223.6,95.2,52.6,989,93.5,0.95,1.14
Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,51.6,65.7,78.6,947.1,351.7,0.82,1.83,44.7,39.6,44.8,88.5,11.2,19.1,58.4,0.1,0.18,-0.09,2.5,4.57,1.68,0.67,9.13,65.7,58.1,7.55,3.61,0.1,8.94,2.64,6.59,3.51,0.91,2.16,0.24,37.5,11,17.2,52.9,9.86,1.59,0.43,0.29,51.6,0.1,0.82,0.91,1.2,75,1.63,14.6,44.4,21,1.68,67.5,1.11,1.35,82.1,1.15,1,49.1,242.7,116.7,55.8,1070,92.2,0.91,1.2
Thomas Monconduit,fr FRA,MF,Amiens,fr Ligue 1,28,1991,15.2,35.9,46.6,77,731.4,241.4,0.59,1.97,30,25.7,29.7,86.5,9.67,15,64.5,0,0.05,-0.05,0.66,4.34,0.26,0.07,5.39,46.6,42,4.67,2.76,0.07,9.34,2.17,1.78,1.05,0.59,0.33,0,29.7,6.38,10.5,8.62,34.3,2.43,0.07,0.13,35.9,0.26,1.05,1.18,1.38,56.6,2.43,9.93,38.3,11.4,0.59,52.3,0.72,1.12,64.7,0.79,0,35.3,187,99.6,40.7,550,88.9,1.38,1.12
Thomas Partey,gh GHA,MF,Atlético Madrid,es La Liga,26,1993,23.6,50.3,60.9,82.6,951.4,314.2,1.44,2.25,64.2,38,42.6,89.2,10.9,16.1,67.8,0,0.04,-0.04,0.64,6.74,0.81,0,7.29,60.9,58.2,2.75,1.91,0.3,10.8,1.82,1.02,0.68,0.21,0.34,0.08,40.6,9.15,11.2,4.32,52.6,2.37,0.17,0.13,50.3,0.42,1.19,0.97,0.89,70.7,3.09,15.9,48.2,10.5,0.51,68.3,1.61,1.91,84.4,1.65,2,48.9,244.4,132.2,48.6,1106,96.5,0.72,0.47
Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,43.5,50.3,86.5,774.6,201.7,0.79,1.62,48.4,34.7,38.5,90.1,8.06,10.2,79,0.1,0.05,0.06,0.42,3.93,0.63,0,4.29,50.3,49,1.36,1.36,0.05,10.1,1.26,0.52,0,0,0,0,37,8.06,5.29,9.53,37.7,1.78,0,0.52,43.5,0.37,0.68,0.89,0.73,64.6,1.62,12,41.4,14.9,2.04,64,1.62,2.93,55.4,1.73,2,45.3,264.3,127.6,49,869,92.9,1.57,1.78
Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,16.2,29.2,37.3,78.3,563,177.3,0.37,1.42,26.1,22.3,26.2,85.2,6.48,9.63,67.3,0,0.02,-0.02,0.25,3.64,0.68,0,5.49,37.3,35.9,1.36,0.56,0.31,7.53,1.05,0.43,0,0,0,0,23,7.41,6.91,4.38,28.6,2.96,0.31,0.12,29.2,0.19,0.68,0.62,1.05,48.8,1.68,11.4,30.1,10.1,1.38,47.8,0.9,1.5,60,1.02,0,29,161.6,79.3,32.9,483,88,1.08,1.38
Tom Trybull,de GER,MF,Norwich City,eng Premier League,26,1993,12.1,44.5,48.1,92.6,783.4,209.5,0.5,0.91,54.5,36.8,38.7,95.1,7.27,8.51,85.4,0,0,0,0.08,3.39,0,0,2.15,48.1,46.5,1.57,1.57,0,10.3,1.32,0,0,0,0,0,37.4,6.36,4.38,6.2,38.8,2.4,0,0.08,44.5,0,0.5,0,0.33,60.8,4.71,20.3,36.9,7.02,0.99,59.7,0.58,0.74,77.8,0.58,0,40.5,187,70.1,41.4,463,92.4,0.91,0.83
Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11,41.5,52.7,78.6,859.8,205.4,0.27,1.27,21.4,30.5,35,87.3,10.6,16.5,64.6,0.27,0.28,-0.01,2.09,5.18,0.64,0.09,5.45,52.7,48.1,4.64,1.73,0.55,9.64,2.18,4.18,2.73,1.36,0.18,0.91,36.5,4.73,11.5,44.7,5,1.82,0.18,0.09,41.5,0,1.55,0.73,0.91,66.3,2,11.5,45.4,14,0.36,61.5,1.64,2.09,78.3,1.73,1,45.3,277.5,156.9,48.8,485,90.3,1.73,1.73
Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,31,1987,11.3,26.9,33,81.5,464.7,128.1,0.8,1.59,50,21.5,25,86.2,4.6,6.46,71.2,0,0.04,-0.04,0.27,2.74,0.18,0,2.48,33,32.1,0.88,0.44,0,5.66,0.88,0.18,0,0,0,0,21.5,5.75,5.75,14.1,15,2.21,0.44,0.09,26.9,0.09,0.35,0.62,0.71,44,3.17,12.3,28,4.96,0.33,43.3,0.73,0.81,90,0.81,0,24.6,103.4,34.3,24.7,273,89.8,0.24,0.65
Tomás Rincón,ve VEN,MF,Torino,it Serie A,31,1988,22.4,33.8,41.3,81.9,683.1,184.2,0.45,0.94,47.6,24.6,28,87.9,8.75,12.3,71,0.09,0.05,0.04,0.71,3.04,0.76,0.18,4.33,41.3,37.9,3.44,1.92,0.04,8.04,2.05,0.63,0,0,0,0,25.2,6.43,9.64,5.22,30.9,2.01,1.52,0.22,33.8,0.18,1.03,0.58,0.54,53,3.08,12.3,31.3,12.3,0.98,49.8,1.29,1.65,78.4,1.38,0,33.5,188.5,100.7,34.2,707,92.2,0.76,1.34
Toni Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,23.8,74.1,83.3,88.9,1489.9,383.9,1.34,1.89,71.1,53.4,56.1,95.4,19.3,25.4,76,0.21,0.16,0.05,2.23,8.57,1.3,0.25,7.73,83.3,74.3,9.03,3.87,0.21,10.2,6.85,5,4.96,1.26,1.55,0.38,60.3,7.98,15,13.2,68.6,0.76,0.21,0.21,74.1,0.34,1.01,0.92,0.5,91.2,1.04,13.5,56.1,27,1.54,82.6,0.66,0.87,76.2,0.71,0,62.7,297.7,155.6,75.1,1703,94.1,0.5,0.54
Toni Villa,es ESP,MF,Valladolid,es La Liga,24,1995,13.7,22.3,31.2,71.4,408.2,127.9,0.22,1.82,12,18,22.8,79.2,4.01,6.57,61.1,0.07,0.11,-0.04,0.95,2.19,0.88,0.29,4.16,31.2,30.6,0.58,0.15,0,7.01,1.46,1.9,0.15,0,0.15,0,22.2,4.09,4.89,3.07,26.6,0.8,0.29,0,22.3,0.15,1.09,0.8,1.39,48,0.8,8.03,25.7,19.8,2.55,47.4,2.77,6.42,43.2,3.07,3,39.7,314.2,231.2,41.2,457,81,2.12,2.77
Unai López,es ESP,MF,Athletic Club,es La Liga,23,1995,15,49.9,60.4,82.6,1034.7,212.5,1.07,2,53.3,34.2,36.9,92.8,14.6,21.5,67.8,0.2,0.17,0.03,1.8,3.53,0.8,0.2,5.4,60.4,53.1,7.27,3.47,0.2,7.13,3.87,5.4,2.73,0.6,1.4,0.33,37.9,8.27,14.3,2.47,54.5,2,0.2,0.2,49.9,0.07,0.87,0.2,1.07,69.3,1.33,11.7,44.2,17.5,0.8,62.2,0.8,1,80,0.87,0,45.4,252.9,111.7,48.9,670,91.4,0.6,1.27
Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,55.1,63.5,86.8,980.4,192.1,1.56,2.86,54.4,43.1,47.7,90.2,10.5,12.9,81.3,0.1,0.08,0.03,1.16,5.78,0.35,0,4.52,63.5,62.5,1.06,0.85,0.05,11.3,1.71,0.35,0.05,0.05,0,0,47.1,9.7,6.73,9.3,50.8,2.16,0.15,0.15,55.1,0.2,1.11,0.9,1.16,75.3,1.36,14.2,48,18.3,1.71,74.2,1.21,1.61,75,1.26,0,51,291.3,143.2,58.7,1074,92,0.95,1.26
Vicente Iborra,es ESP,MF,Villarreal,es La Liga,31,1988,26.2,42.8,49.3,86.9,897.1,198.9,0.65,1.11,58.6,30,33.4,89.9,12.1,14.8,82.2,0.08,0.02,0.06,0.27,3.97,0.19,0,3.13,49.3,47.1,2.18,2.06,0.04,7.25,1.87,0.11,0,0,0,0,33.1,7.44,8.78,7.29,36.5,3.24,0.11,0.38,42.8,0.08,0.57,0.5,0.5,58.7,4.08,17.6,37.4,6.07,1.11,56.9,0.34,0.53,64.3,0.42,2,34.1,136.9,63,40.9,981,91.6,0.57,0.38
Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,48.1,54.6,88.1,897.9,200,0.96,1.58,61.1,36.9,40.2,91.9,10.2,12.8,79.5,0,0.01,-0.01,0.26,3.77,0.18,0,3.86,54.6,52.2,2.37,1.93,0,11.6,1.84,0.26,0.09,0,0,0.09,42.8,5.26,6.49,8.6,42.9,1.84,0.09,0.7,48.1,0.09,0.61,0.7,0.88,63.1,0.96,12.5,45.4,10.6,0.26,61.2,1.58,1.84,85.7,1.58,0,49.7,303.6,153.6,47.1,502,93.5,0.96,1.05
Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,24.3,33.6,46,72.9,703.1,185.1,0.29,2.06,14,23.1,27.6,83.8,10.2,16.4,62.1,0.16,0.17,0,1.98,3.13,0.99,0.41,4.69,46,41.6,4.44,1.81,0.16,8.93,2.47,4.03,1.89,0.45,1.23,0.08,27.2,8.23,10.7,9.67,33.2,1.73,0.53,0.29,33.6,0.25,0.86,0.78,1.89,58.9,1.44,11.6,31.9,20,2.1,54.7,1.28,2.06,62,1.44,1,38.9,252.8,114,46.1,908,81,1.32,1.93
Wakaso,gh GHA,MF,Alavés,es La Liga,29,1990,14.3,24.5,34.1,71.9,587.3,144.1,0.35,0.84,41.7,15.1,18.4,82.1,9.09,14.9,61,0,0.01,-0.01,0.14,2.94,0.21,0,3.15,34.1,32.2,1.89,0.7,0.21,6.64,2.73,1.05,0.07,0,0,0,19.6,5.59,8.95,28.2,1.47,2.45,1.05,0.14,24.5,0.21,1.12,0.91,0.56,47,1.82,11,31.2,7.83,0.28,45.2,1.68,2.52,66.7,1.75,0,29.3,182,81.1,29.6,379,89.6,0.7,1.05
Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,22,1996,23,47,54.9,85.6,891.7,193.2,0.96,1.87,51.2,35.4,39.8,88.9,10.6,13.2,80.5,0.04,0.02,0.03,0.35,4.65,0.17,0,2.57,54.9,54.1,0.74,0.74,0.04,11,1.91,0.09,0,0,0,0,37.7,9.61,7.57,5.87,44.3,2.78,0,0.13,47,0.04,1.3,0.65,0.91,68.6,3.7,19.7,42.5,9.65,0.78,68,0.74,0.96,77.3,0.78,2,39.8,176.9,65,43,937,94.7,0.57,0.91
Will Hughes,eng ENG,MF,Watford,eng Premier League,24,1995,17.8,25.6,35.3,72.5,384.9,131.6,0.67,2.19,30.8,22,26.8,82,2.92,6.29,46.4,0.06,0.04,0.01,0.73,2.3,0.9,0.17,3.15,35.3,33.4,1.91,0.79,0.06,6.91,0.62,2.02,1.07,0.73,0.06,0.11,21.3,7.92,6.07,27,5.67,1.69,0.06,0.28,25.6,0.22,0.67,1.07,1.24,49.4,1.69,8.76,24.6,18.9,2.08,47.5,1.01,1.29,78.3,1.07,2,28.8,150.2,92.7,33.6,476,79.6,1.35,1.4
William Vainqueur,fr FRA,MF,Toulouse,fr Ligue 1,30,1988,19.1,46.9,51.9,90.3,801.5,168.8,1.2,1.94,62.2,38.2,40.5,94.2,7.54,9.48,79.6,0,0.03,-0.03,0.42,2.62,0.26,0.1,2.57,51.9,50.8,1.1,0.89,0,10.9,1.36,0.58,0.1,0,0.05,0,41.9,5.71,4.35,5.18,44.7,1.26,0.05,0.31,46.9,0,0.79,0.58,0.31,62.8,2.3,15.8,40.6,9.63,0.63,61.9,1.57,1.83,85.7,1.57,1,43.8,214.5,95.8,46.1,811,92.2,1.15,1.05
Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,57,68.2,83.5,1150.1,287.4,0.46,1.52,30,42.5,46.4,91.7,14,20.3,68.9,0.15,0.13,0.02,1.78,5.23,0.41,0.1,7.06,68.2,60.6,7.61,3.45,0,12.7,4.21,4.92,4.06,1.52,1.57,0.41,48.8,8.02,11.4,11.7,54.6,1.12,0.1,0.15,57,0.1,1.52,1.32,1.17,77.4,2.44,18.1,48,16.6,0.96,69.3,0.56,0.96,57.9,0.61,0,52.4,243.2,144.3,60.9,1123,93.7,0.76,1.12
Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,27.7,35.5,78.2,503.6,147.8,0.79,2.25,34.9,21.7,25.4,85.4,5.24,7.8,67.1,0.1,0.12,-0.01,0.73,3.04,0.47,0.05,3.51,35.5,34.9,0.58,0.16,0.05,8.27,0.99,0.58,0,0,0,0,24.3,5.76,5.39,21.9,11,1.36,0.21,0,27.7,0.21,0.73,0.68,1.62,48.6,1.2,9.27,30.9,13.1,1.83,48,1.26,1.47,85.7,1.31,1,33.8,211.4,121.3,34.2,549,83.9,1.62,2.3
Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,28,1991,23.9,35.5,45.9,77.4,708,223.7,0.59,1.3,45.2,25.7,29.1,88.5,9.16,15.5,59.2,0.13,0.1,0.03,1.59,3.14,1.09,0.29,5.02,45.9,40.5,5.31,2.55,0.21,7.66,2.76,4.31,2.43,0.42,1.46,0.33,27.4,6.44,12,37.1,6.11,1.63,0.29,0.13,35.5,0.21,0.75,0.92,0.79,56.2,2.05,14.9,30.4,13.3,0.84,51,0.84,1.21,69,0.88,0,33.2,156,70,36.9,807,91.6,0.96,0.54
Yan Brice Eteki,cm CMR,MF,Granada,es La Liga,21,1997,12.6,19.5,24.3,80.4,348.2,80.2,1.03,1.98,52,14.4,16.7,86.7,4.05,5.63,71.8,0,0.01,-0.01,0.24,1.98,0.08,0,1.51,24.3,24,0.24,0.16,0,6.43,0.48,0,0,0,0,0,15.7,4.05,4.52,1.67,20.7,0.56,0,0.16,19.5,0.08,0.87,0.24,0.71,33.8,1.43,6.98,21.9,6.35,0.24,33.7,0.87,1.35,64.7,0.95,0,21.7,101,46.4,19.4,211,86.1,0.48,1.27
Yangel Herrera,ve VEN,MF,Granada,es La Liga,21,1998,20.3,27.7,36.1,76.7,530.8,158.1,0.44,1.33,33.3,20.7,25.1,82.7,6.5,9.7,67,0.1,0.05,0.05,0.69,3.4,0.44,0.1,4.14,36.1,35.5,0.59,0.59,0.1,8.67,1.33,0.34,0,0,0,0,21.7,5.57,8.87,6.4,25.1,2.81,0,0.1,27.7,0.1,1.08,0.49,0.99,48.2,2.02,10.1,32.2,8.87,0.89,47.7,0.69,0.84,82.4,0.69,0,30.7,149.9,66.7,31.7,555,86.3,1.03,1.23
Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,22,1997,25,44.8,55.4,80.9,823.1,210.8,1.2,2.12,56.6,34.4,39.7,86.7,9.2,13.6,67.6,0.2,0.17,0.03,1.44,4.92,1.2,0.2,5.84,55.4,53.1,2.32,1.24,0.32,11.9,1.72,1.92,0.56,0.12,0.16,0,37.8,8.84,8.76,9.8,42.4,1.56,0.44,0.52,44.8,0.36,0.84,0.6,1.28,65.8,1.12,9.96,35.4,24.1,2,63.6,0.96,1.32,72.7,1,1,45.5,196.6,107.9,55.6,1232,88.6,1.12,1.68
Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,34,39.6,86,635.4,157.3,0.54,1.52,35.3,26,28.8,90.4,7.5,9.29,80.8,0,0.04,-0.04,0.71,3.48,0.45,0.09,3.84,39.6,39.5,0.09,0,0.09,9.55,1.16,0.71,0,0,0,0,29.8,5.45,4.29,6.88,30.3,1.25,0.09,0.36,34,0,0.09,0.8,0.89,51.7,0.71,10.7,31.7,14.1,1.7,51.6,0.98,1.79,55,1.07,2,36.2,220.1,133.7,40.8,404,88.4,1.88,1.43
Žan Majer,si SVN,MF,Lecce,it Serie A,27,1992,15.7,30.3,38.7,78.3,555.4,136.9,1.15,2.55,45,22.2,25.7,86.4,6.88,10.4,66.3,0.06,0.08,-0.02,1.02,3.31,0.89,0.32,3.25,38.7,36.9,1.78,0.57,0.06,7.71,1.08,1.4,0.83,0,0.06,0,26.8,5.67,6.24,7.07,29.7,1.15,0.19,0.19,30.3,0.19,0.32,0.89,1.34,49.4,2.68,15.6,24.6,12.3,1.15,47.6,0.7,1.27,55,0.7,1,31.3,189.5,104.2,34.8,472,86.4,1.02,0.96
Zaydou Youssouf,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,1999,12,35.4,43.1,82.2,774.9,150.4,0.42,0.83,50,23.9,26.9,88.9,11.1,15.3,72.3,0,0.05,-0.05,0.75,2.83,0.33,0,2.42,43.1,42.5,0.58,0.5,0,8.42,3,0.67,0,0,0,0,27.8,6.5,8.83,36.2,5.08,1.17,0.08,0,35.4,0.17,1.5,1.17,0.42,54.8,1.58,13.9,37.7,8.42,0.33,54.4,2.42,3.42,70.7,2.58,2,43.3,292.8,144.3,40.6,443,91,1.08,1.25
